api,searched_code,response_code,display,description,system,code_iri,ontology_prefix
umls,OMIM:615032,615032,INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISM AND MACROCEPHALY,['INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISM AND MACROCEPHALY'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/615032,OMIM
umls,OMIM:147920,147920,KABUKI SYNDROME 1,['KABUKI SYNDROME 1'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/147920,OMIM
umls,OMIM:228200,228200,FEMUR-FIBULA-ULNA SYNDROME,['FEMUR-FIBULA-ULNA SYNDROME'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/228200,OMIM
umls,OMIM:168600,168600,"PARKINSON DISEASE, LATE-ONSET","['PARKINSON DISEASE, LATE-ONSET']",https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/168600,OMIM
umls,OMIM:107970,107970,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 1","['ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 1']",https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/107970,OMIM
umls,OMIM:613809,613809,RETINITIS PIGMENTOSA 39,['RETINITIS PIGMENTOSA 39'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/613809,OMIM
umls,OMIM:614875,614875,METAPHYSEAL ENCHONDROMATOSIS WITH D-2-HYDROXYGLUTARIC ACIDURIA,['METAPHYSEAL ENCHONDROMATOSIS WITH D-2-HYDROXYGLUTARIC ACIDURIA'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/614875,OMIM
umls,OMIM:166000,166000,"ENCHONDROMATOSIS, MULTIPLE, OLLIER TYPE","['ENCHONDROMATOSIS, MULTIPLE, OLLIER TYPE']",https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/166000,OMIM
umls,OMIM:180000,180000,"RETINAL ARTERIES, TORTUOSITY OF","['RETINAL ARTERIES, TORTUOSITY OF']",https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/180000,OMIM
umls,OMIM:154700,154700,MARFAN SYNDROME,['MARFAN SYNDROME'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/154700,OMIM
umls,OMIM:603075,603075,"MACULAR DEGENERATION, AGE-RELATED, 1","['MACULAR DEGENERATION, AGE-RELATED, 1']",https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/603075,OMIM
umls,OMIM:300029,300029,RETINITIS PIGMENTOSA 3,['RETINITIS PIGMENTOSA 3'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/300029,OMIM
umls,OMIM:612199,612199,CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 1,['CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 1'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/612199,OMIM
umls,OMIM:601853,601853,GOMEZ-LOPEZ-HERNANDEZ SYNDROME,['GOMEZ-LOPEZ-HERNANDEZ SYNDROME'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/601853,OMIM
umls,OMIM:105650,105650,DIAMOND-BLACKFAN ANEMIA 1,['DIAMOND-BLACKFAN ANEMIA 1'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/105650,OMIM
umls,OMIM:136550,136550,"MACULAR DYSTROPHY, RETINAL, 1, NORTH CAROLINA TYPE","['MACULAR DYSTROPHY, RETINAL, 1, NORTH CAROLINA TYPE']",https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/136550,OMIM
umls,OMIM:600852,600852,RETINITIS PIGMENTOSA 17,['RETINITIS PIGMENTOSA 17'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/600852,OMIM
umls,OMIM:618613,618613,RETINITIS PIGMENTOSA 86,['RETINITIS PIGMENTOSA 86'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/618613,OMIM
umls,OMIM:126600,126600,DOYNE HONEYCOMB RETINAL DYSTROPHY,['DOYNE HONEYCOMB RETINAL DYSTROPHY'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/126600,OMIM
umls,OMIM:618173,618173,RETINITIS PIGMENTOSA 83,['RETINITIS PIGMENTOSA 83'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/618173,OMIM
umls,OMIM:613587,613587,OCCULT MACULAR DYSTROPHY,['OCCULT MACULAR DYSTROPHY'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/613587,OMIM
umls,OMIM:117550,117550,SOTOS SYNDROME,['SOTOS SYNDROME'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/117550,OMIM
umls,OMIM:184255,184255,"SPONDYLOMETAPHYSEAL DYSPLASIA, CORNER FRACTURE TYPE","['SPONDYLOMETAPHYSEAL DYSPLASIA, CORNER FRACTURE TYPE']",https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/184255,OMIM
umls,OMIM:601813,601813,EXUDATIVE VITREORETINOPATHY 4,['EXUDATIVE VITREORETINOPATHY 4'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/601813,OMIM
umls,OMIM:133700,133700,"EXOSTOSES, MULTIPLE, TYPE I","['EXOSTOSES, MULTIPLE, TYPE I']",https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/133700,OMIM
umls,OMIM:180100,180100,RETINITIS PIGMENTOSA 1,['RETINITIS PIGMENTOSA 1'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/180100,OMIM
umls,OMIM:154780,154780,MARSHALL SYNDROME,['MARSHALL SYNDROME'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/154780,OMIM
umls,OMIM:610246,610246,SPINOCEREBELLAR ATAXIA 28,['SPINOCEREBELLAR ATAXIA 28'],https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/610246,OMIM
umls,OMIM:102200,102200,"PITUITARY ADENOMA 1, MULTIPLE TYPES","['PITUITARY ADENOMA 1, MULTIPLE TYPES']",https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/102200,OMIM
umls,OMIM:607086,607086,"AORTIC ANEURYSM, FAMILIAL THORACIC 1","['AORTIC ANEURYSM, FAMILIAL THORACIC 1']",https://omim.org/,https://uts-ws.nlm.nih.gov/rest/content/2025AA/source/OMIM/607086,OMIM
api,searched_code,response_code,display,description,system,code_iri,ontology_prefix
ols2,HP:0002575,HP:0002575,Tracheoesophageal fistula,['Tracheoesophageal fistula'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002575,HP
ols2,HP:0012503,HP:0012503,Abnormal pituitary gland morphology,['Abnormal pituitary gland morphology'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0012503,HP
ols2,HP:0000307,HP:0000307,Pointed chin,['Pointed chin'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000307,HP
ols2,HP:0006765,HP:0006765,Chondrosarcoma,['Chondrosarcoma'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0006765,HP
ols2,HP:0012581,HP:0012581,Simple renal cyst,['Simple renal cyst'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0012581,HP
ols2,HP:0001629,HP:0001629,Ventricular septal defect,['Ventricular septal defect'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001629,HP
ols2,HP:0033630,HP:0033630,Brain fog,['Brain fog'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0033630,HP
ols2,HP:0006323,HP:0006323,Premature loss of primary teeth,['Premature loss of primary teeth'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0006323,HP
ols2,HP:0000975,HP:0000975,Hyperhidrosis,['Hyperhidrosis'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000975,HP
ols2,HP:0011510,HP:0011510,Drusen,['Drusen'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0011510,HP
ols2,HP:0001300,HP:0001300,Parkinsonism,['Parkinsonism'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001300,HP
ols2,HP:0000470,HP:0000470,Short neck,['Short neck'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000470,HP
ols2,HP:0040278,HP:0006767,Pituitary prolactin cell adenoma,['Pituitary prolactin cell adenoma'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0006767,HP
ols2,HP:0000820,HP:0000820,Abnormality of the thyroid gland,['Abnormality of the thyroid gland'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000820,HP
ols2,HP:0000821,HP:0000821,Hypothyroidism,['Hypothyroidism'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000821,HP
ols2,HP:0002028,HP:0002028,Chronic diarrhea,['Chronic diarrhea'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002028,HP
ols2,HP:0001028,HP:0001028,Hemangioma,['Hemangioma'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001028,HP
ols2,HP:0100829,HP:0100829,Galactorrhea,['Galactorrhea'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0100829,HP
ols2,HP:0000337,HP:0000337,Broad forehead,['Broad forehead'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000337,HP
ols2,HP:0012373,HP:0012373,Abnormal eye physiology,['Abnormal eye physiology'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0012373,HP
ols2,HP:0000606,HP:0000606,Abnormality of the periorbital region,['Abnormality of the periorbital region'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000606,HP
ols2,HP:0001518,HP:0001518,Small for gestational age,['Small for gestational age'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001518,HP
ols2,HP:0030148,HP:0030148,Heart murmur,['Heart murmur'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0030148,HP
ols2,HP:0000098,HP:0000098,Tall stature,['Tall stature'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000098,HP
ols2,HP:0008619,HP:0008619,Bilateral sensorineural hearing impairment,['Bilateral sensorineural hearing impairment'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0008619,HP
ols2,HP:0000989,HP:0000989,Pruritus,['Pruritus'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000989,HP
ols2,HP:0000834,HP:0000834,Abnormality of the adrenal glands,['Abnormality of the adrenal glands'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000834,HP
ols2,HP:0001808,HP:0001808,Fragile nails,['Fragile nails'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001808,HP
ols2,HP:0001622,HP:0001622,Premature birth,['Premature birth'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001622,HP
ols2,HP:0010832,HP:0010832,Abnormality of pain sensation,['Abnormality of pain sensation'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0010832,HP
ols2,HP:0000819,HP:0000819,Diabetes mellitus,['Diabetes mellitus'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000819,HP
ols2,HP:0000739,HP:0000739,Anxiety,['Anxiety'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000739,HP
ols2,HP:0001270,HP:0001270,Motor delay,['Motor delay'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001270,HP
ols2,HP:0030843,HP:0030843,Cardiac amyloidosis,['Cardiac amyloidosis'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0030843,HP
ols2,HP:0002119,HP:0002119,Ventriculomegaly,['Ventriculomegaly'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002119,HP
ols2,HP:0002315,HP:0002315,Headache,['Headache'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002315,HP
ols2,HP:0002027,HP:0002027,Abdominal pain,['Abdominal pain'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002027,HP
ols2,HP:0001256,HP:0001256,"Intellectual disability, mild","['Intellectual disability, mild']",http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001256,HP
ols2,HP:0025502,HP:0025502,Overweight,['Overweight'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0025502,HP
ols2,HP:0001212,HP:0001212,Prominent fingertip pads,['Prominent fingertip pads'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001212,HP
ols2,HP:0000405,HP:0000405,Conductive hearing impairment,['Conductive hearing impairment'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000405,HP
ols2,HP:0002099,HP:0002099,Asthma,['Asthma'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002099,HP
ols2,HP:0001681,HP:0001681,Angina pectoris,['Angina pectoris'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001681,HP
ols2,HP:0002194,HP:0002194,Delayed gross motor development,['Delayed gross motor development'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002194,HP
ols2,HP:0100490,HP:0100490,Camptodactyly of finger,['Camptodactyly of finger'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0100490,HP
ols2,HP:0001626,HP:0001626,Abnormality of the cardiovascular system,['Abnormality of the cardiovascular system'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001626,HP
ols2,HP:0000939,HP:0000939,Osteoporosis,['Osteoporosis'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000939,HP
ols2,HP:0001520,HP:0001520,Large for gestational age,['Large for gestational age'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001520,HP
ols2,HP:0001608,HP:0001608,Abnormality of the voice,['Abnormality of the voice'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001608,HP
ols2,HP:0003045,HP:0003045,Abnormal patella morphology,['Abnormal patella morphology'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0003045,HP
ols2,HP:0002007,HP:0002007,Frontal bossing,['Frontal bossing'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002007,HP
ols2,HP:0000218,HP:0000218,High palate,['High palate'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000218,HP
ols2,HP:0030880,HP:0030880,Raynaud phenomenon,['Raynaud phenomenon'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0030880,HP
ols2,HP:0001744,HP:0001744,Splenomegaly,['Splenomegaly'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001744,HP
ols2,HP:0000272,HP:0000272,Malar flattening,['Malar flattening'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000272,HP
ols2,HP:0011675,HP:0011675,Arrhythmia,['Arrhythmia'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0011675,HP
ols2,HP:0011407,HP:0011407,Proportionate tall stature,['Proportionate tall stature'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0011407,HP
ols2,HP:0100710,HP:0100710,Impulsivity,['Impulsivity'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0100710,HP
ols2,HP:0001965,HP:0001965,Abnormal scalp morphology,['Abnormal scalp morphology'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001965,HP
ols2,HP:0004322,HP:0004322,Short stature,['Short stature'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0004322,HP
ols2,HP:0001263,HP:0001263,Global developmental delay,['Global developmental delay'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001263,HP
ols2,HP:0002474,HP:0002474,Expressive language delay,['Expressive language delay'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002474,HP
ols2,HP:0002937,HP:0002937,Hemivertebrae,['Hemivertebrae'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002937,HP
ols2,HP:0002827,HP:0002827,Hip dislocation,['Hip dislocation'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002827,HP
ols2,HP:0002970,HP:0002970,Genu varum,['Genu varum'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002970,HP
ols2,HP:0001513,HP:0001513,Obesity,['Obesity'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001513,HP
ols2,HP:0005613,HP:0005613,Aplasia/hypoplasia of the femur,['Aplasia/hypoplasia of the femur'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0005613,HP
ols2,HP:0000787,HP:0000787,Nephrolithiasis,['Nephrolithiasis'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000787,HP
ols2,HP:0005110,HP:0005110,Atrial fibrillation,['Atrial fibrillation'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0005110,HP
ols2,HP:0001041,HP:0001041,Facial erythema,['Facial erythema'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001041,HP
ols2,HP:0000736,HP:0000736,Short attention span,['Short attention span'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000736,HP
ols2,HP:0000845,HP:0000845,Elevated circulating growth hormone concentration,['Elevated circulating growth hormone concentration'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000845,HP
ols2,HP:0000836,HP:0000836,Hyperthyroidism,['Hyperthyroidism'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000836,HP
ols2,HP:0004323,HP:0004323,Abnormality of body weight,['Abnormality of body weight'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0004323,HP
ols2,HP:0010758,HP:0010758,Abnormality of the premaxilla,['Abnormality of the premaxilla'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0010758,HP
ols2,HP:0003090,HP:0003090,Hypoplasia of the capital femoral epiphysis,['Hypoplasia of the capital femoral epiphysis'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0003090,HP
ols2,HP:0003097,HP:0003097,Short femur,['Short femur'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0003097,HP
ols2,HP:0002094,HP:0002094,Dyspnea,['Dyspnea'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002094,HP
ols2,HP:0000316,HP:0000316,Hypertelorism,['Hypertelorism'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000316,HP
ols2,HP:0003274,HP:0003274,Hypoplastic acetabulae,['Hypoplastic acetabulae'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0003274,HP
ols2,HP:0001187,HP:0001187,Hyperextensibility of the finger joints,['Hyperextensibility of the finger joints'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001187,HP
ols2,HP:0001271,HP:0001271,Polyneuropathy,['Polyneuropathy'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001271,HP
ols2,HP:0000365,HP:0000365,Hearing impairment,['Hearing impairment'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000365,HP
ols2,HP:0001252,HP:0001252,Hypotonia,['Hypotonia'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001252,HP
ols2,HP:0001388,HP:0001382,Joint hypermobility,['Joint hypermobility'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001382,HP
ols2,HP:0100559,HP:0100559,Lower limb asymmetry,['Lower limb asymmetry'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0100559,HP
ols2,HP:0002616,HP:0002616,Aortic root aneurysm,['Aortic root aneurysm'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002616,HP
ols2,HP:0100026,HP:0100026,Arteriovenous malformation,['Arteriovenous malformation'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0100026,HP
ols2,HP:0002715,HP:0002715,Abnormality of the immune system,['Abnormality of the immune system'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002715,HP
ols2,HP:0001763,HP:0001763,Pes planus,['Pes planus'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0001763,HP
ols2,HP:0100777,HP:0100777,Exostoses,['Exostoses'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0100777,HP
ols2,HP:0000348,HP:0000348,High forehead,['High forehead'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000348,HP
ols2,HP:0000707,HP:0000707,Abnormality of the nervous system,['Abnormality of the nervous system'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0000707,HP
ols2,HP:0011343,HP:0011343,Moderate global developmental delay,['Moderate global developmental delay'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0011343,HP
ols2,HP:0002098,HP:0002098,Respiratory distress,['Respiratory distress'],http://purl.obolibrary.org/obo/hp/hp-international.owl,http://purl.obolibrary.org/obo/HP_0002098,HP
